"LTER_site","local_site","logger","date","airtemp_max","airtemp_min","airtemp_avg","Year","Month","airtemp_max_interpolated","airtemp_min_interpolated","airtemp_avg_interpolated"
"NWT","d1","cr1000",2014-03-23,-6.876,-13.48,-10.337521,2014,3,-6.876,-13.48,-10.337521
"NWT","d1","cr1000",2014-03-24,-7.597,-13.2,-10.140111,2014,3,-7.597,-13.2,-10.140111
"NWT","d1","cr1000",2014-03-25,1.237,-10.26,-5.206826,2014,3,1.237,-10.26,-5.206826
"NWT","d1","cr1000",2014-03-26,-0.393,-9.19,-5.401,2014,3,-0.393,-9.19,-5.401
"NWT","d1","cr1000",2014-03-27,-7.927,-13.69,-10.723194,2014,3,-7.927,-13.69,-10.723194
"NWT","d1","cr1000",2014-03-28,-10.28,-15.04,-12.592361,2014,3,-10.28,-15.04,-12.592361
"NWT","d1","cr1000",2014-03-29,-3.036,-11.13,-6.826014,2014,3,-3.036,-11.13,-6.826014
"NWT","d1","cr1000",2014-03-30,1.538,-10.55,-4.143875,2014,3,1.538,-10.55,-4.143875
"NWT","d1","cr1000",2014-03-31,-8.49,-13.55,-11.494375,2014,3,-8.49,-13.55,-11.494375
"NWT","d1","cr1000",2014-04-01,-6.447,-11.92,-8.568799,2014,4,-6.447,-11.92,-8.568799
"NWT","d1","cr1000",2014-04-02,-6.355,-11.48,-9.400243,2014,4,-6.355,-11.48,-9.400243
"NWT","d1","cr1000",2014-04-03,-7.524,-14.2,-12.218681,2014,4,-7.524,-14.2,-12.218681
"NWT","d1","cr1000",2014-04-04,-6.604,-14.39,-10.942944,2014,4,-6.604,-14.39,-10.942944
"NWT","d1","cr1000",2014-04-05,-2.155,-11.55,-8.836257,2014,4,-2.155,-11.55,-8.836257
"NWT","d1","cr1000",2014-04-06,-7.17,-11.48,-9.943278,2014,4,-7.17,-11.48,-9.943278
"NWT","d1","cr1000",2014-04-07,-7.283,-12.7,-10.054903,2014,4,-7.283,-12.7,-10.054903
"NWT","d1","cr1000",2014-04-08,-0.698,-8.64,-4.79775,2014,4,-0.698,-8.64,-4.79775
"NWT","d1","cr1000",2014-04-09,3.048,-4.144,-0.984215,2014,4,3.048,-4.144,-0.984215
"NWT","d1","cr1000",2014-04-10,1.225,-5.067,-2.163625,2014,4,1.225,-5.067,-2.163625
"NWT","d1","cr1000",2014-04-11,4.315,-4.728,-0.48359,2014,4,4.315,-4.728,-0.48359
"NWT","d1","cr1000",2014-04-12,4.674,-4.74,-0.535903,2014,4,4.674,-4.74,-0.535903
"NWT","d1","cr1000",2014-04-13,-4.435,-20.69,-12.376167,2014,4,-4.435,-20.69,-12.376167
"NWT","d1","cr1000",2014-04-14,-10.93,-20.09,-15.972847,2014,4,-10.93,-20.09,-15.972847
"NWT","d1","cr1000",2014-04-15,-3.341,-12.53,-7.263812,2014,4,-3.341,-12.53,-7.263812
"NWT","d1","cr1000",2014-04-16,-4.831,-12.4,-8.99034,2014,4,-4.831,-12.4,-8.99034
"NWT","d1","cr1000",2014-04-17,-0.44,-11.16,-5.134146,2014,4,-0.44,-11.16,-5.134146
"NWT","d1","cr1000",2014-04-18,6.536,-3.507,1.287715,2014,4,6.536,-3.507,1.287715
"NWT","d1","cr1000",2014-04-19,4.568,-2.875,-1.425875,2014,4,4.568,-2.875,-1.425875
"NWT","d1","cr1000",2014-04-20,4.339,-3.988,-0.820854,2014,4,4.339,-3.988,-0.820854
"NWT","d1","cr1000",2014-04-21,5.182,-4.525,0.022083,2014,4,5.182,-4.525,0.022083
"NWT","d1","cr1000",2014-04-22,6.512,-0.481,2.112493,2014,4,6.512,-0.481,2.112493
"NWT","d1","cr1000",2014-04-23,0.129,-11.84,-4.306111,2014,4,0.129,-11.84,-4.306111
"NWT","d1","cr1000",2014-04-24,-0.596,-13.15,-6.899785,2014,4,-0.596,-13.15,-6.899785
"NWT","d1","cr1000",2014-04-25,6.4,-5.201,0.118597,2014,4,6.4,-5.201,0.118597
"NWT","d1","cr1000",2014-04-26,6.12,-7.317,-0.483861,2014,4,6.12,-7.317,-0.483861
"NWT","d1","cr1000",2014-04-27,-6.842,-11.72,-9.762042,2014,4,-6.842,-11.72,-9.762042
"NWT","d1","cr1000",2014-04-28,-9.51,-13.29,-11.928472,2014,4,-9.51,-13.29,-11.928472
"NWT","d1","cr1000",2014-04-29,-9.58,-13.37,-11.599514,2014,4,-9.58,-13.37,-11.599514
"NWT","d1","cr1000",2014-04-30,-5.848,-13.31,-10.745194,2014,4,-5.848,-13.31,-10.745194
"NWT","d1","cr1000",2014-05-01,-2.29,-13.27,-7.692563,2014,5,-2.29,-13.27,-7.692563
"NWT","d1","cr1000",2014-05-02,4.268,-5.508,-0.660403,2014,5,4.268,-5.508,-0.660403
"NWT","d1","cr1000",2014-05-03,8.1,-1.722,2.424125,2014,5,8.1,-1.722,2.424125
"NWT","d1","cr1000",2014-05-04,8.62,1.284,4.243521,2014,5,8.62,1.284,4.243521
"NWT","d1","cr1000",2014-05-05,8.12,0.641,3.465021,2014,5,8.12,0.641,3.465021
"NWT","d1","cr1000",2014-05-06,7.543,-1.363,1.748757,2014,5,7.543,-1.363,1.748757
"NWT","d1","cr1000",2014-05-07,1.76,-7.622,-2.379465,2014,5,1.76,-7.622,-2.379465
"NWT","d1","cr1000",2014-05-08,-3.307,-9.09,-6.921903,2014,5,-3.307,-9.09,-6.921903
"NWT","d1","cr1000",2014-05-09,-2.658,-7.973,-5.949882,2014,5,-2.658,-7.973,-5.949882
"NWT","d1","cr1000",2014-05-10,0.101,-6.921,-3.884007,2014,5,0.101,-6.921,-3.884007
"NWT","d1","cr1000",2014-05-11,-2.807,-12.61,-8.311771,2014,5,-2.807,-12.61,-8.311771
"NWT","d1","cr1000",2014-05-12,-3.7,-14.6,-10.640576,2014,5,-3.7,-14.6,-10.640576
"NWT","d1","cr1000",2014-05-13,-1.637,-15.69,-10.687444,2014,5,-1.637,-15.69,-10.687444
"NWT","d1","cr1000",2014-05-14,-5.204,-11.56,-8.280444,2014,5,-5.204,-11.56,-8.280444
"NWT","d1","cr1000",2014-05-15,-1.998,-7.402,-4.390243,2014,5,-1.998,-7.402,-4.390243
"NWT","d1","cr1000",2014-05-16,1.708,-3.677,-1.660167,2014,5,1.708,-3.677,-1.660167
"NWT","d1","cr1000",2014-05-17,4.623,-3.078,0.666417,2014,5,4.623,-3.078,0.666417
"NWT","d1","cr1000",2014-05-18,9.38,1.923,5.058833,2014,5,9.38,1.923,5.058833
"NWT","d1","cr1000",2014-05-19,8.96,-0.881,4.38741,2014,5,8.96,-0.881,4.38741
"NWT","d1","cr1000",2014-05-20,7.554,-1.983,2.397056,2014,5,7.554,-1.983,2.397056
"NWT","d1","cr1000",2014-05-21,6.008,-0.718,1.618125,2014,5,6.008,-0.718,1.618125
"NWT","d1","cr1000",2014-05-22,9.36,-1.168,2.280403,2014,5,9.36,-1.168,2.280403
"NWT","d1","cr1000",2014-05-23,7.292,-0.732,1.994375,2014,5,7.292,-0.732,1.994375
"NWT","d1","cr1000",2014-05-24,5.172,-1.037,1.089951,2014,5,5.172,-1.037,1.089951
"NWT","d1","cr1000",2014-05-25,1.74,-2.809,-0.564312,2014,5,1.74,-2.809,-0.564312
"NWT","d1","cr1000",2014-05-26,6.642,-2.231,2.584056,2014,5,6.642,-2.231,2.584056
"NWT","d1","cr1000",2014-05-27,10.57,2.25,5.648319,2014,5,10.57,2.25,5.648319
"NWT","d1","cr1000",2014-05-28,12.7,3.74,7.712889,2014,5,12.7,3.74,7.712889
"NWT","d1","cr1000",2014-05-29,13.05,3.135,7.477188,2014,5,13.05,3.135,7.477188
"NWT","d1","cr1000",2014-05-30,6.266,1.278,3.196563,2014,5,6.266,1.278,3.196563
"NWT","d1","cr1000",2014-05-31,10.69,-0.007,5.86284,2014,5,10.69,-0.007,5.86284
"NWT","d1","cr1000",2014-06-01,9.77,-0.338,5.214354,2014,6,9.77,-0.338,5.214354
"NWT","d1","cr1000",2014-06-02,12.78,-0.265,6.305639,2014,6,12.78,-0.265,6.305639
"NWT","d1","cr1000",2014-06-03,12.56,5.707,8.896583,2014,6,12.56,5.707,8.896583
"NWT","d1","cr1000",2014-06-04,11.31,0.797,7.213188,2014,6,11.31,0.797,7.213188
"NWT","d1","cr1000",2014-06-05,12.71,0.337,5.496465,2014,6,12.71,0.337,5.496465
"NWT","d1","cr1000",2014-06-06,11.94,0.907,5.853792,2014,6,11.94,0.907,5.853792
"NWT","d1","cr1000",2014-06-07,12.15,1.132,5.155451,2014,6,12.15,1.132,5.155451
"NWT","d1","cr1000",2014-06-08,8.74,-5.282,1.055361,2014,6,8.74,-5.282,1.055361
"NWT","d1","cr1000",2014-06-09,6.388,-6.753,0.061764,2014,6,6.388,-6.753,0.061764
"NWT","d1","cr1000",2014-06-10,10.45,1.741,5.225757,2014,6,10.45,1.741,5.225757
"NWT","d1","cr1000",2014-06-11,11.11,0.44,4.702424,2014,6,11.11,0.44,4.702424
"NWT","d1","cr1000",2014-06-12,11.45,-1.268,5.325007,2014,6,11.45,-1.268,5.325007
"NWT","d1","cr1000",2014-06-13,13.58,5.471,8.845944,2014,6,13.58,5.471,8.845944
"NWT","d1","cr1000",2014-06-14,9.23,-2.516,3.386333,2014,6,9.23,-2.516,3.386333
"NWT","d1","cr1000",2014-06-15,7.131,-3.284,1.982937,2014,6,7.131,-3.284,1.982937
"NWT","d1","cr1000",2014-06-16,12.28,3.436,6.644201,2014,6,12.28,3.436,6.644201
"NWT","d1","cr1000",2014-06-17,12.64,3.164,7.528222,2014,6,12.64,3.164,7.528222
"NWT","d1","cr1000",2014-06-18,11.06,-1.037,3.772986,2014,6,11.06,-1.037,3.772986
"NWT","d1","cr1000",2014-06-19,9.26,-3.364,2.614424,2014,6,9.26,-3.364,2.614424
"NWT","d1","cr1000",2014-06-20,13.86,2.175,7.825715,2014,6,13.86,2.175,7.825715
"NWT","d1","cr1000",2014-06-21,13.71,4.144,8.34075,2014,6,13.71,4.144,8.34075
"NWT","d1","cr1000",2014-06-22,11.13,0.312,5.766382,2014,6,11.13,0.312,5.766382
"NWT","d1","cr1000",2014-06-23,12.62,2.162,6.167396,2014,6,12.62,2.162,6.167396
"NWT","d1","cr1000",2014-06-24,12,3.419,6.850799,2014,6,12,3.419,6.850799
"NWT","d1","cr1000",2014-06-25,14.67,3.963,9.01834,2014,6,14.67,3.963,9.01834
"NWT","d1","cr1000",2014-06-26,15.77,6.945,10.308083,2014,6,15.77,6.945,10.308083
"NWT","d1","cr1000",2014-06-27,9.39,0.144,4.561139,2014,6,9.39,0.144,4.561139
"NWT","d1","cr1000",2014-06-28,8.62,-1.837,3.093056,2014,6,8.62,-1.837,3.093056
"NWT","d1","cr1000",2014-06-29,14.91,4.606,9.612785,2014,6,14.91,4.606,9.612785
"NWT","d1","cr1000",2014-06-30,13.48,0.788,8.259993,2014,6,13.48,0.788,8.259993
"NWT","d1","cr1000",2014-07-01,10.3,-1.443,3.711528,2014,7,10.3,-1.443,3.711528
"NWT","d1","cr1000",2014-07-02,11.88,0.836,6.136813,2014,7,11.88,0.836,6.136813
"NWT","d1","cr1000",2014-07-03,15.1,7.076,10.146528,2014,7,15.1,7.076,10.146528
"NWT","d1","cr1000",2014-07-04,13.32,5.196,8.827285,2014,7,13.32,5.196,8.827285
"NWT","d1","cr1000",2014-07-05,15.55,6.256,10.046285,2014,7,15.55,6.256,10.046285
"NWT","d1","cr1000",2014-07-06,16.63,7.457,11.200076,2014,7,16.63,7.457,11.200076
"NWT","d1","cr1000",2014-07-07,17.19,6.184,11.751681,2014,7,17.19,6.184,11.751681
"NWT","d1","cr1000",2014-07-08,14.69,4.354,8.328937,2014,7,14.69,4.354,8.328937
"NWT","d1","cr1000",2014-07-09,16.52,6.692,10.253562,2014,7,16.52,6.692,10.253562
"NWT","d1","cr1000",2014-07-10,15.64,7.435,10.24359,2014,7,15.64,7.435,10.24359
"NWT","d1","cr1000",2014-07-11,16.51,5.799,9.011958,2014,7,16.51,5.799,9.011958
"NWT","d1","cr1000",2014-07-12,15,4.713,8.487958,2014,7,15,4.713,8.487958
"NWT","d1","cr1000",2014-07-13,13.83,4.536,8.829208,2014,7,13.83,4.536,8.829208
"NWT","d1","cr1000",2014-07-14,12.35,4.747,7.797264,2014,7,12.35,4.747,7.797264
"NWT","d1","cr1000",2014-07-15,14.56,5.154,8.047021,2014,7,14.56,5.154,8.047021
"NWT","d1","cr1000",2014-07-16,12.56,2.599,6.223896,2014,7,12.56,2.599,6.223896
"NWT","d1","cr1000",2014-07-17,12.65,2.613,7.155931,2014,7,12.65,2.613,7.155931
"NWT","d1","cr1000",2014-07-18,12.81,6.336,9.091333,2014,7,12.81,6.336,9.091333
"NWT","d1","cr1000",2014-07-19,15.76,7.131,11.379694,2014,7,15.76,7.131,11.379694
"NWT","d1","cr1000",2014-07-20,17.42,7.526,11.583333,2014,7,17.42,7.526,11.583333
"NWT","d1","cr1000",2014-07-21,16.4,8.71,11.576667,2014,7,16.4,8.71,11.576667
"NWT","d1","cr1000",2014-07-22,18.63,9.55,12.747014,2014,7,18.63,9.55,12.747014
"NWT","d1","cr1000",2014-07-23,18.86,10.16,12.706528,2014,7,18.86,10.16,12.706528
"NWT","d1","cr1000",2014-07-24,15.13,8.52,11.536111,2014,7,15.13,8.52,11.536111
"NWT","d1","cr1000",2014-07-25,15.7,6.613,10.772653,2014,7,15.7,6.613,10.772653
"NWT","d1","cr1000",2014-07-26,16.99,7.033,10.792521,2014,7,16.99,7.033,10.792521
"NWT","d1","cr1000",2014-07-27,14.62,6.219,10.111,2014,7,14.62,6.219,10.111
"NWT","d1","cr1000",2014-07-28,14.95,6.067,9.173167,2014,7,14.95,6.067,9.173167
"NWT","d1","cr1000",2014-07-29,10.02,4.151,6.802979,2014,7,10.02,4.151,6.802979
"NWT","d1","cr1000",2014-07-30,5.04,2.711,3.793597,2014,7,5.04,2.711,3.793597
"NWT","d1","cr1000",2014-07-31,6.051,1.931,3.721194,2014,7,6.051,1.931,3.721194
"NWT","d1","cr1000",2014-08-01,8.98,1.843,4.413833,2014,8,8.98,1.843,4.413833
"NWT","d1","cr1000",2014-08-02,12.56,2.758,7.342549,2014,8,12.56,2.758,7.342549
"NWT","d1","cr1000",2014-08-03,14.34,4.92,9.346382,2014,8,14.34,4.92,9.346382
"NWT","d1","cr1000",2014-08-04,14.11,6.261,8.315354,2014,8,14.11,6.261,8.315354
"NWT","d1","cr1000",2014-08-05,11.72,4.294,7.133167,2014,8,11.72,4.294,7.133167
"NWT","d1","cr1000",2014-08-06,11.58,3.449,6.990806,2014,8,11.58,3.449,6.990806
"NWT","d1","cr1000",2014-08-07,11.33,3.897,7.439139,2014,8,11.33,3.897,7.439139
"NWT","d1","cr1000",2014-08-08,13.23,3.963,8.095736,2014,8,13.23,3.963,8.095736
"NWT","d1","cr1000",2014-08-09,11.45,3.711,6.800438,2014,8,11.45,3.711,6.800438
"NWT","d1","cr1000",2014-08-10,8.68,3.049,5.042333,2014,8,8.68,3.049,5.042333
"NWT","d1","cr1000",2014-08-11,11.61,3.934,7.450618,2014,8,11.61,3.934,7.450618
"NWT","d1","cr1000",2014-08-12,15.4,6.458,9.947194,2014,8,15.4,6.458,9.947194
"NWT","d1","cr1000",2014-08-13,14.05,6.59,9.650694,2014,8,14.05,6.59,9.650694
"NWT","d1","cr1000",2014-08-14,12.86,5.66,7.959833,2014,8,12.86,5.66,7.959833
"NWT","d1","cr1000",2014-08-15,13.84,4.955,7.83466,2014,8,13.84,4.955,7.83466
"NWT","d1","cr1000",2014-08-16,14.45,5.25,9.535785,2014,8,14.45,5.25,9.535785
"NWT","d1","cr1000",2014-08-17,14.71,7.501,10.419132,2014,8,14.71,7.501,10.419132
"NWT","d1","cr1000",2014-08-18,15.15,6.456,10.045486,2014,8,15.15,6.456,10.045486
"NWT","d1","cr1000",2014-08-19,12.9,4.139,8.398243,2014,8,12.9,4.139,8.398243
"NWT","d1","cr1000",2014-08-20,10.83,3.034,6.665632,2014,8,10.83,3.034,6.665632
"NWT","d1","cr1000",2014-08-21,11.97,2.913,6.427215,2014,8,11.97,2.913,6.427215
"NWT","d1","cr1000",2014-08-22,7.473,1.788,5.424035,2014,8,7.473,1.788,5.424035
"NWT","d1","cr1000",2014-08-23,7.86,0.024,2.631326,2014,8,7.86,0.024,2.631326
"NWT","d1","cr1000",2014-08-24,8.68,-0.716,3.593201,2014,8,8.68,-0.716,3.593201
"NWT","d1","cr1000",2014-08-25,11.36,1.533,5.92666,2014,8,11.36,1.533,5.92666
"NWT","d1","cr1000",2014-08-26,11.59,2.852,5.949944,2014,8,11.59,2.852,5.949944
"NWT","d1","cr1000",2014-08-27,8.22,0.318,3.373285,2014,8,8.22,0.318,3.373285
"NWT","d1","cr1000",2014-08-28,3.164,-0.046,1.372486,2014,8,3.164,-0.046,1.372486
"NWT","d1","cr1000",2014-08-29,8.3,0.704,4.3315,2014,8,8.3,0.704,4.3315
"NWT","d1","cr1000",2014-08-30,11.19,3.241,6.296257,2014,8,11.19,3.241,6.296257
"NWT","d1","cr1000",2014-08-31,6.104,1.04,4.010854,2014,8,6.104,1.04,4.010854
"NWT","d1","cr1000",2014-09-01,8.29,-0.177,3.64334,2014,9,8.29,-0.177,3.64334
"NWT","d1","cr1000",2014-09-02,12.96,3.91,7.683049,2014,9,12.96,3.91,7.683049
"NWT","d1","cr1000",2014-09-03,15.81,7.334,10.333271,2014,9,15.81,7.334,10.333271
"NWT","d1","cr1000",2014-09-04,14.61,0.813,7.057965,2014,9,14.61,0.813,7.057965
"NWT","d1","cr1000",2014-09-05,11.58,0.108,4.024146,2014,9,11.58,0.108,4.024146
"NWT","d1","cr1000",2014-09-06,12.58,1.559,5.40884,2014,9,12.58,1.559,5.40884
"NWT","d1","cr1000",2014-09-07,9.76,2.918,5.646472,2014,9,9.76,2.918,5.646472
"NWT","d1","cr1000",2014-09-08,11.79,3.884,5.526625,2014,9,11.79,3.884,5.526625
"NWT","d1","cr1000",2014-09-09,5.345,0.352,2.994354,2014,9,5.345,0.352,2.994354
"NWT","d1","cr1000",2014-09-10,4.964,-1.701,1.182458,2014,9,4.964,-1.701,1.182458
"NWT","d1","cr1000",2014-09-11,7.148,-6.187,2.167819,2014,9,7.148,-6.187,2.167819
"NWT","d1","cr1000",2014-09-12,6.016,-3.621,1.010236,2014,9,6.016,-3.621,1.010236
"NWT","d1","cr1000",2014-09-13,9.49,0.23,3.917722,2014,9,9.49,0.23,3.917722
"NWT","d1","cr1000",2014-09-14,10.38,3.063,5.94075,2014,9,10.38,3.063,5.94075
"NWT","d1","cr1000",2014-09-15,14.03,2.927,7.047007,2014,9,14.03,2.927,7.047007
"NWT","d1","cr1000",2014-09-16,12.88,5.351,8.255215,2014,9,12.88,5.351,8.255215
"NWT","d1","cr1000",2014-09-17,15.23,5.882,9.161889,2014,9,15.23,5.882,9.161889
"NWT","d1","cr1000",2014-09-18,15.67,5.588,10.119972,2014,9,15.67,5.588,10.119972
"NWT","d1","cr1000",2014-09-19,15.33,6.514,9.836292,2014,9,15.33,6.514,9.836292
"NWT","d1","cr1000",2014-09-20,15.27,3.868,7.78966,2014,9,15.27,3.868,7.78966
"NWT","d1","cr1000",2014-09-21,11.67,2.337,5.8035,2014,9,11.67,2.337,5.8035
"NWT","d1","cr1000",2014-09-22,7.198,1.138,3.354507,2014,9,7.198,1.138,3.354507
"NWT","d1","cr1000",2014-09-23,4.672,1.165,2.987278,2014,9,4.672,1.165,2.987278
"NWT","d1","cr1000",2014-09-24,13.76,2.487,7.165965,2014,9,13.76,2.487,7.165965
"NWT","d1","cr1000",2014-09-25,16.57,5.878,9.872694,2014,9,16.57,5.878,9.872694
"NWT","d1","cr1000",2014-09-26,16.64,6.221,9.664715,2014,9,16.64,6.221,9.664715
"NWT","d1","cr1000",2014-09-27,15.12,4.146,8.66991,2014,9,15.12,4.146,8.66991
"NWT","d1","cr1000",2014-09-28,9.16,1.565,4.045792,2014,9,9.16,1.565,4.045792
"NWT","d1","cr1000",2014-09-29,5.212,-5.147,-0.268229,2014,9,5.212,-5.147,-0.268229
"NWT","d1","cr1000",2014-09-30,-1.769,-5.203,-3.907528,2014,9,-1.769,-5.203,-3.907528
"NWT","d1","cr1000",2014-10-01,-0.285,-8.19,-3.948444,2014,10,-0.285,-8.19,-3.948444
"NWT","d1","cr1000",2014-10-02,-4.616,-9.63,-6.748361,2014,10,-4.616,-9.63,-6.748361
"NWT","d1","cr1000",2014-10-03,-0.596,-7.498,-4.251576,2014,10,-0.596,-7.498,-4.251576
"NWT","d1","cr1000",2014-10-04,2.539,-4.69,-1.2655,2014,10,2.539,-4.69,-1.2655
"NWT","d1","cr1000",2014-10-05,2.142,-4.221,-1.259778,2014,10,2.142,-4.221,-1.259778
"NWT","d1","cr1000",2014-10-06,5.657,-2.977,0.701007,2014,10,5.657,-2.977,0.701007
"NWT","d1","cr1000",2014-10-07,8.5,-0.103,3.327438,2014,10,8.5,-0.103,3.327438
"NWT","d1","cr1000",2014-10-08,10.92,0.874,4.382806,2014,10,10.92,0.874,4.382806
"NWT","d1","cr1000",2014-10-09,1.674,-3.253,-0.924597,2014,10,1.674,-3.253,-0.924597
"NWT","d1","cr1000",2014-10-10,2.898,-4.564,-1.748854,2014,10,2.898,-4.564,-1.748854
"NWT","d1","cr1000",2014-10-11,1.334,-2.468,-0.844931,2014,10,1.334,-2.468,-0.844931
"NWT","d1","cr1000",2014-10-12,-1.459,-8.79,-5.510958,2014,10,-1.459,-8.79,-5.510958
"NWT","d1","cr1000",2014-10-13,-5.779,-9.86,-7.780521,2014,10,-5.779,-9.86,-7.780521
"NWT","d1","cr1000",2014-10-14,6.817,-6.853,2.02491,2014,10,6.817,-6.853,2.02491
"NWT","d1","cr1000",2014-10-15,9.68,1.335,5.270014,2014,10,9.68,1.335,5.270014
"NWT","d1","cr1000",2014-10-16,6.25,-0.344,2.022514,2014,10,6.25,-0.344,2.022514
"NWT","d1","cr1000",2014-10-17,6.422,-0.951,2.1135,2014,10,6.422,-0.951,2.1135
"NWT","d1","cr1000",2014-10-18,9.12,-0.142,2.957257,2014,10,9.12,-0.142,2.957257
"NWT","d1","cr1000",2014-10-19,8.36,-0.156,2.444819,2014,10,8.36,-0.156,2.444819
"NWT","d1","cr1000",2014-10-20,8.43,0.163,3.179257,2014,10,8.43,0.163,3.179257
"NWT","d1","cr1000",2014-10-21,7.082,-1.204,1.673792,2014,10,7.082,-1.204,1.673792
"NWT","d1","cr1000",2014-10-22,0.115,-3.63,-2.25675,2014,10,0.115,-3.63,-2.25675
"NWT","d1","cr1000",2014-10-23,3.115,-3.134,-0.262549,2014,10,3.115,-3.134,-0.262549
"NWT","d1","cr1000",2014-10-24,7.503,0.807,3.446687,2014,10,7.503,0.807,3.446687
"NWT","d1","cr1000",2014-10-25,11.31,1.355,5.095042,2014,10,11.31,1.355,5.095042
"NWT","d1","cr1000",2014-10-26,5.824,-2.765,1.611118,2014,10,5.824,-2.765,1.611118
"NWT","d1","cr1000",2014-10-27,-2.392,-12.31,-9.194535,2014,10,-2.392,-12.31,-9.194535
"NWT","d1","cr1000",2014-10-28,-3.424,-10.57,-6.548583,2014,10,-3.424,-10.57,-6.548583
"NWT","d1","cr1000",2014-10-29,-0.317,-5.7,-3.223354,2014,10,-0.317,-5.7,-3.223354
"NWT","d1","cr1000",2014-10-30,2.458,-4.965,-1.947806,2014,10,2.458,-4.965,-1.947806
"NWT","d1","cr1000",2014-10-31,5.152,-1.013,2.145646,2014,10,5.152,-1.013,2.145646
"NWT","d1","cr1000",2014-11-01,6.555,0.024,2.105493,2014,11,6.555,0.024,2.105493
"NWT","d1","cr1000",2014-11-02,1.517,-5.073,-2.141271,2014,11,1.517,-5.073,-2.141271
"NWT","d1","cr1000",2014-11-03,-4.458,-11.82,-9.280868,2014,11,-4.458,-11.82,-9.280868
"NWT","d1","cr1000",2014-11-04,-1.761,-12.97,-6.934042,2014,11,-1.761,-12.97,-6.934042
"NWT","d1","cr1000",2014-11-05,1.479,-8.18,-2.822451,2014,11,1.479,-8.18,-2.822451
"NWT","d1","cr1000",2014-11-06,3.779,-3.621,0.320229,2014,11,3.779,-3.621,0.320229
"NWT","d1","cr1000",2014-11-07,0.372,-5.451,-2.422715,2014,11,0.372,-5.451,-2.422715
"NWT","d1","cr1000",2014-11-08,0.293,-7.396,-3.389924,2014,11,0.293,-7.396,-3.389924
"NWT","d1","cr1000",2014-11-09,1.527,-3.676,-1.622736,2014,11,1.527,-3.676,-1.622736
"NWT","d1","cr1000",2014-11-10,-2.46,-14.74,-8.417993,2014,11,-2.46,-14.74,-8.417993
"NWT","d1","cr1000",2014-11-11,-10.44,-14.73,-12.923681,2014,11,-10.44,-14.73,-12.923681
"NWT","d1","cr1000",2014-11-12,-12.7,-19.85,-16.296944,2014,11,-12.7,-19.85,-16.296944
"NWT","d1","cr1000",2014-11-13,-9.34,-19.81,-13.663542,2014,11,-9.34,-19.81,-13.663542
"NWT","d1","cr1000",2014-11-14,-8.05,-10.74,-9.481111,2014,11,-8.05,-10.74,-9.481111
"NWT","d1","cr1000",2014-11-15,-9.05,-20.47,-13.455694,2014,11,-9.05,-20.47,-13.455694
"NWT","d1","cr1000",2014-11-16,-17.29,-22.9,-20.532083,2014,11,-17.29,-22.9,-20.532083
"NWT","d1","cr1000",2014-11-17,-17.14,-21.64,-19.183333,2014,11,-17.14,-21.64,-19.183333
"NWT","d1","cr1000",2014-11-18,-12.09,-17.73,-14.239375,2014,11,-12.09,-17.73,-14.239375
"NWT","d1","cr1000",2014-11-19,-7.895,-13.17,-10.234792,2014,11,-7.895,-13.17,-10.234792
"NWT","d1","cr1000",2014-11-20,-3.596,-9.63,-7.21991,2014,11,-3.596,-9.63,-7.21991
"NWT","d1","cr1000",2014-11-21,-6.232,-10.94,-8.85091,2014,11,-6.232,-10.94,-8.85091
"NWT","d1","cr1000",2014-11-22,-4.037,-9.75,-7.790438,2014,11,-4.037,-9.75,-7.790438
"NWT","d1","cr1000",2014-11-23,-9.19,-18.9,-14.843194,2014,11,-9.19,-18.9,-14.843194
"NWT","d1","cr1000",2014-11-24,-15.27,-18.96,-17.470625,2014,11,-15.27,-18.96,-17.470625
"NWT","d1","cr1000",2014-11-25,-8.8,-18.72,-14.235417,2014,11,-8.8,-18.72,-14.235417
"NWT","d1","cr1000",2014-11-26,-6.604,-9.07,-7.775771,2014,11,-6.604,-9.07,-7.775771
"NWT","d1","cr1000",2014-11-27,-2.604,-8.34,-4.924819,2014,11,-2.604,-8.34,-4.924819
"NWT","d1","cr1000",2014-11-28,0.35,-4.49,-2.526958,2014,11,0.35,-4.49,-2.526958
"NWT","d1","cr1000",2014-11-29,-1.868,-6.554,-4.670146,2014,11,-1.868,-6.554,-4.670146
"NWT","d1","cr1000",2014-11-30,-4.661,-8.82,-6.654306,2014,11,-4.661,-8.82,-6.654306
"NWT","d1","cr1000",2014-12-01,-7.294,-9.25,-8.41459,2014,12,-7.294,-9.25,-8.41459
"NWT","d1","cr1000",2014-12-02,-3.374,-9.11,-6.507743,2014,12,-3.374,-9.11,-6.507743
"NWT","d1","cr1000",2014-12-03,-1.937,-7.905,-5.966382,2014,12,-1.937,-7.905,-5.966382
"NWT","d1","cr1000",2014-12-04,-4.58,-7.735,-6.065625,2014,12,-4.58,-7.735,-6.065625
"NWT","d1","cr1000",2014-12-05,-5.451,-8.91,-7.53209,2014,12,-5.451,-8.91,-7.53209
"NWT","d1","cr1000",2014-12-06,-3.231,-8.34,-5.462174,2014,12,-3.231,-8.34,-5.462174
"NWT","d1","cr1000",2014-12-07,-6.332,-8.84,-7.805743,2014,12,-6.332,-8.84,-7.805743
